"artists","danceability","energy","liveness","tempo","loudness","acousticness","speechiness"
"Jayesh Nayak",0.37,0.48,0.08,0.56,0.81,0.95,0.05
"Jayesslee",0.71,0.4,0.09,0.43,0.87,0.78,0.03
"Jayme Vogeler",0.8,0.51,0.53,0.55,0.78,0.99,0.07
"Jaymes Young",0.52,0.4,0.16,0.51,0.82,0.62,0.05
"Jayn",0.59,0.58,0.1,0.46,0.86,0.09,0.03
"Jayo Felony",0.8,0.68,0.42,0.41,0.84,0.44,0.28
"Jayshree T",0.71,0.24,0.2,0.56,0.79,0.98,0.06
"Jaytech",0.63,0.74,0.12,0.58,0.84,0,0.03
"Jayygoinup",0.51,0.43,0.09,0.6,0.82,0.79,0.06
"Jazmine Sullivan",0.56,0.56,0.14,0.5,0.89,0.36,0.08
"Jazz At The Philharmonic",0.53,0.59,0.4,0.71,0.77,0.76,0.25
"Jazz Band",0.51,0.38,0.34,0.97,0.85,0.99,0.06
"Jazz Cartier",0.46,0.79,0.17,0.94,0.89,0.17,0.67
"Jazz Majestic Orchestra",0.5,0.73,0.11,0.52,0.79,0.85,0.07
"Jazz4Fun",0.61,0.14,0.11,0.43,0.73,0.98,0.05
"Jazze Pha",0.76,0.76,0.18,0.7,0.9,0.11,0.22
"Jazzy B",0.81,0.79,0.25,0.41,0.88,0.25,0.21
"Jazzyfatnastees",0.72,0.47,0.16,0.54,0.84,0.28,0.22
"Jbyrd",0.73,0.57,0.1,0.36,0.89,0.3,0.27
"Jean Amrouche",0.63,0.33,0.26,0.42,0.62,0.8,0.84
"Jean Antonietti",0.37,0.11,0.11,0.44,0.64,0.99,0.05
"Jean Arthur",0.7,0.13,0.48,0.46,0.67,0.96,0.73
"Jean Beauvoir",0.68,0.71,0.34,0.47,0.77,0.07,0.05
"Jean Carlos Centeno",0.71,0.66,0.11,0.64,0.9,0.36,0.04
"Jean Carn",0.65,0.5,0.1,0.45,0.8,0.43,0.06
"Jean Carter",0.82,0.68,0.12,0.62,0.89,0.52,0.05
"Jean Chapel",0.52,0.54,0.06,0.78,0.84,0.32,0.04
"Jean Cocteau",0.64,0.2,0.18,0.42,0.66,0.87,0.78
"Jean Darling",0.36,0.38,0.31,0.47,0.85,0.98,0.03
"Jean Deaux",0.78,0.66,0.59,0.51,0.84,0.54,0.28
"Jean Ferrat",0.43,0.42,0.15,0.51,0.86,0.73,0.03
"Jean Fournet",0.27,0.19,0.25,0.43,0.71,0.93,0.05
"Jean Françaix",0.45,0.31,0.24,0.51,0.7,0.92,0.36
"Jean Gabin",0.8,0.29,0.04,0.46,0.76,0.96,0.17
"Jean Giono",0.66,0.2,0.24,0.44,0.68,0.99,0.86
"Jean Goldkette and his Orchestra",0.69,0.38,0.25,0.54,0.81,0.98,0.05
"Jean Grae",0.74,0.76,0.15,0.72,0.84,0.8,0.19
"Jean Knight",0.83,0.57,0.15,0.59,0.77,0.21,0.15
"Jean Lumière",0.43,0.13,0.25,0.5,0.73,0.96,0.05
"Jean Luvia",0.8,0.6,0.08,0.59,0.83,0.1,0.05
"Jean Marion",0.46,0.46,0.14,0.43,0.82,0.66,0.05
"Jean Morel",0.27,0.26,0.17,0.39,0.73,0.92,0.05
"Jean Moscopol",0.46,0.3,0.29,0.51,0.77,0.97,0.08
"Jean Murat",0.73,0.36,0.14,0.58,0.75,0.99,0.13
"Jean Plum",0.55,0.53,0.07,0.38,0.83,0.79,0.03
"Jean Ritchie",0.48,0.05,0.16,0.5,0.66,0.97,0.1
"Jean Sablon",0.55,0.15,0.1,0.44,0.66,0.99,0.13
"Jean Servais",0.69,0.17,0.24,0.54,0.64,0.89,0.87
"Jean Shepard",0.6,0.27,0.11,0.61,0.82,0.81,0.03
"Jean Sibelius",0.21,0.2,0.2,0.44,0.68,0.9,0.04
"Jean Stapleton",0.72,0.19,0.36,0.58,0.75,0.87,0.12
"Jean Tranchant",0.43,0.17,0.31,0.48,0.71,0.93,0.04
"Jean Watson",0.3,0.1,0.57,0.61,0.59,0.9,0.05
"Jean Wiener",0.38,0.09,0.22,0.28,0.58,1,0.04
"Jean-Claude Malgoire",0.19,0.09,0.1,0.39,0.62,0.89,0.05
"Jean-Claude Vanden Eynden",0.44,0.01,0.1,0.65,0.44,1,0.04
"Jean-Efflam Bavouzet",0.29,0.02,0.09,0.63,0.45,0.99,0.04
"Jean-François Paillard",0.24,0.11,0.12,0.58,0.63,0.88,0.04
"Jean-Guihen Queyras",0.16,0.05,0.11,0.41,0.56,0.98,0.05
"Jean-Jacques Goldman",0.64,0.72,0.16,0.63,0.87,0.35,0.05
"Jean-Jacques Perrey",0.7,0.78,0.14,0.61,0.81,0.43,0.06
"Jean-Joseph Mouret",0.75,0.41,0.1,0.37,0.79,0.9,0.08
"Jean-Luc Ponty",0.41,0.66,0.16,0.6,0.76,0.27,0.05
"Jean-Marie Amato",0.76,0.38,0.11,0.58,0.7,0.75,0.56
"Jean-Marie Leclair",0.37,0.29,0.14,0.59,0.74,0.92,0.05
"Jean-Michel Jarre",0.34,0.61,0.26,0.6,0.8,0.2,0.05
"Jean-Paul Belmondo",0.48,0.35,0.25,0.35,0.63,0.89,0.6
"Jean-Philippe Rameau",0.54,0.08,0.11,0.41,0.61,0.99,0.06
"Jean-Pierre Rampal",0.43,0.14,0.12,0.54,0.62,0.93,0.05
"Jean-Yves Thibaudet",0.35,0.09,0.11,0.4,0.56,0.91,0.06
"Jeanette",0.65,0.42,0.16,0.52,0.77,0.55,0.04
"Jeanette MacDonald",0.26,0.4,0.49,0.29,0.83,0.99,0.06
"Jeanne Aubert",0.59,0.24,0.14,0.55,0.73,0.91,0.15
"Jeanne Cagney",0.76,0.72,0.71,0.39,0.87,0.97,0.18
"Jeanne Moreau",0.48,0.35,0.25,0.35,0.63,0.89,0.6
"Jeanne Saint Bonnet",0.5,0.29,0.13,0.47,0.75,1,0.13
"Jeannette Sinclair",0.35,0.08,0.2,0.43,0.59,0.98,0.08
"Jeannie C. Riley",0.76,0.49,0.11,0.56,0.78,0.64,0.04
"Jeannie Seely",0.45,0.15,0.13,0.39,0.72,0.83,0.04
"Jed Madela",0.64,0.45,0.09,0.61,0.84,0.68,0.03
"Jedi Mind Tricks",0.75,0.84,0.18,0.43,0.89,0.16,0.29
"Jeezy",0.6,0.73,0.24,0.57,0.88,0.06,0.2
"Jeff & Sheri Easter",0.53,0.48,0.09,0.56,0.86,0.31,0.03
"Jeff Alexander",0.3,0.16,0.18,0.4,0.69,0.93,0.06
"Jeff Bass",0.39,0.39,0.83,0.45,0.69,0.78,0.09
"Jeff Bates",0.54,0.64,0.24,0.44,0.89,0.02,0.03
"Jeff Beatman",0.68,0.32,0.76,0.53,0.74,0.89,0.66
"Jeff Beck",0.48,0.65,0.16,0.54,0.82,0.25,0.07
"Jeff Bernat",0.79,0.57,0.09,0.41,0.87,0.84,0.05
"Jeff Buckley",0.43,0.41,0.24,0.55,0.8,0.5,0.08
"Jeff Burgess",0.84,0.62,0.34,0.52,0.87,0.01,0.07
"Jeff Carson",0.56,0.4,0.18,0.38,0.81,0.52,0.03
"Jeff Chang",0.56,0.45,0.15,0.6,0.84,0.46,0.03
"Jeff Cowell",0.49,0.58,0.14,0.62,0.86,0.83,0.05
"Jeff Danna",0.29,0.73,0.11,0.83,0.85,0.01,0.05
"Jeff Floyd",0.79,0.69,0.27,0.47,0.86,0.04,0.05
"Jeff Foxworthy",0.57,0.67,0.66,0.54,0.8,0.62,0.62
"Jeff Golub",0.64,0.64,0.1,0.79,0.87,0.69,0.07
"Jeff Gunn",0.71,0.64,0.24,0.55,0.86,0.05,0.03
"Jeff Hamlin",0.41,0.41,0.41,0.37,0.81,0.46,0.03
"Jeff Henry",0.7,0.09,0.1,0.51,0.61,0.96,0.22
"Jeff Kashiwa",0.72,0.73,0.34,0.48,0.87,0.03,0.03
"Jeff Lewis",0.6,0.9,0.4,0.68,0.9,0.04,0.15
"Jeff Lorber",0.67,0.77,0.16,0.46,0.85,0.11,0.04
"Jeff Lynne",0.46,0.69,0.45,0.51,0.87,0.39,0.04
"Jeff Mangum",0.37,0.69,0.86,0.42,0.82,0.85,0.25
"Jeff Richards",0.62,0.18,0.25,0.29,0.74,0.86,0.15
"Jeff Rosenstock",0.44,0.75,0.35,0.62,0.88,0.38,0.05
"Jeff Stetson",0.49,0.58,0.19,0.58,0.81,0.39,0.06
"Jeff Townes",0.87,0.45,0.07,0.52,0.74,0.15,0.05
"Jeff Wayne",0.44,0.67,0.31,0.57,0.88,0.23,0.05
"Jeff Williams",0.45,0.89,0.16,0.5,0.91,0.01,0.14
"Jeff Zavac featuring The Craetts",0.59,0.75,0.2,0.79,0.87,0.08,0.03
"Jefferson Airplane",0.44,0.54,0.21,0.56,0.79,0.35,0.04
"Jefferson Starship",0.51,0.68,0.33,0.58,0.82,0.22,0.04
"Jeffrey Comanor",0.48,0.85,0.14,0.61,0.91,0.34,0.11
"Jeffrey Daniels",0.89,0.42,0.07,0.43,0.86,0.03,0.05
"Jeffrey Foucault",0.55,0.28,0.08,0.56,0.75,0.87,0.03
"Jeffrey Frederick & The Clamtones",0.73,0.47,0.08,0.59,0.77,0.52,0.04
"Jeffrey Gaines",0.47,0.54,0.89,0.74,0.85,0.46,0.04
"Jeffrey Lewis",0.4,0.3,0.08,0.76,0.74,0.87,0.06
"Jeffrey Mylett",0.64,0.68,0.18,0.57,0.84,0.65,0.05
"Jeffrey Osborne",0.67,0.52,0.17,0.51,0.78,0.35,0.05
"Jeffrey Skitch",0.32,0.07,0.21,0.5,0.6,0.97,0.04
"Jeffrey Tambor",0.6,0.54,0.17,0.62,0.86,0.64,0.09
"Jeffrey Tate",0.21,0.15,0.14,0.41,0.67,0.99,0.05
"Jeffry Denman",0.53,0.44,0.6,0.38,0.76,0.73,0.81
"Jelani Aryeh",0.72,0.48,0.29,0.57,0.86,0.21,0.04
"Jello Biafra",0.68,0.5,0.13,0.56,0.8,0.45,0.03
"Jelly Roll",0.71,0.68,0.19,0.56,0.87,0.16,0.08
"Jelly Roll Morton",0.62,0.52,0.13,0.54,0.86,0.98,0.05
"Jelly Roll Morton & His Red Hot Peppers",0.68,0.39,0.22,0.53,0.81,0.97,0.06
"Jellybean",0.74,0.7,0.17,0.54,0.8,0.08,0.03
"Jellybean Benitiz",0.74,0.71,0.04,0.54,0.8,0.14,0.04
"Jellyfish",0.66,0.53,0.18,0.49,0.81,0.19,0.03
"Jemma McKenzie-Brown",0.44,0.89,0.09,0.47,0.91,0.12,0.09
"Jenifer Lewis",0.72,0.82,0.1,0.45,0.91,0.39,0.05
"Jenn Johnson",0.46,0.67,0.12,0.68,0.89,0.23,0.04
"Jenni Potts",0.6,0.54,0.08,0.41,0.83,0.04,0.05
"Jenni Rivera",0.66,0.51,0.15,0.56,0.9,0.66,0.06
"Jennie Tourel",0.37,0.21,0.32,0.45,0.67,0.95,0.19
"Jennifer Barnhart",0.7,0.38,0.12,0.48,0.82,0.82,0.1
"Jennifer Butt",0.47,0.2,0.44,0.37,0.66,0.87,0.28
"Jennifer Damiano",0.48,0.72,0.12,0.74,0.88,0.36,0.1
"Jennifer Ellison",0.28,0.15,0.15,0.47,0.64,0.93,0.04
"Jennifer Holliday",0.38,0.54,0.83,0.56,0.83,0.14,0.04
"Jennifer Hudson",0.68,0.73,0.11,0.54,0.91,0.13,0.08
"Jennifer Lara",0.55,0.56,0.58,0.83,0.76,0.02,0.17
"Jennifer Laura Thompson",0.63,0.6,0.54,0.49,0.87,0.23,0.27
"Jennifer Lawrence",0.21,0.07,0.21,0.25,0.68,0.34,0.04
"Jennifer Leigh Warren",0.41,0.37,0.11,0.48,0.77,0.53,0.04
"Jennifer Lopez",0.73,0.78,0.18,0.5,0.89,0.13,0.1
"Jennifer Love Hewitt",0.6,0.4,0.17,0.64,0.82,0.64,0.04
"Jennifer Nettles",0.54,0.88,0.27,0.6,0.92,0.04,0.04
"Jennifer Paige",0.73,0.7,0.09,0.53,0.89,0.03,0.03
"Jennifer Peña",0.59,0.75,0.15,0.67,0.9,0.44,0.04
"Jennifer Rush",0.54,0.53,0.11,0.64,0.82,0.51,0.04
"Jennifer Vyvyan",0.35,0.11,0.1,0.48,0.64,0.99,0.11
"Jennifer Warnes",0.64,0.48,0.09,0.53,0.8,0.4,0.04
"Jenny",0.62,0.86,0.16,0.48,0.94,0.03,0.23
"Jenny Burton",0.68,0.88,0.1,0.54,0.74,0.18,0.06
"Jenny Gill",0.3,0.12,0.11,0.48,0.74,0.79,0.03
"Jenny Lewis",0.56,0.48,0.18,0.57,0.83,0.4,0.03
"Jenny Slate",0.54,0.39,0.15,0.43,0.82,0.42,0.07
"Jenny Tseng",0.42,0.51,0.38,0.65,0.81,0.51,0.04
"Jeno Kevehazi",0.15,0.02,0.1,0.29,0.58,1,0.04
"Jens Lekman",0.41,0.6,0.34,0.49,0.86,0.04,0.04
"Jensy",0.52,0.38,0.13,0.35,0.77,0.86,0.03
"Jenő Jandó",0.32,0.05,0.1,0.51,0.53,0.98,0.05
"Jeppe P. Dal Band",0.61,0.39,0.45,0.5,0.7,0.19,0.06
"Jeremiah",0.63,0.45,0.2,0.58,0.84,0.16,0.03
"Jeremiah Clarke",0.46,0.17,0.09,0.58,0.71,0.86,0.04
"Jeremih",0.67,0.55,0.14,0.57,0.86,0.27,0.15
"Jeremy Brown",0.77,0.25,0.15,0.56,0.73,0.71,0.04
"Jeremy Camp",0.45,0.71,0.12,0.58,0.9,0.1,0.04
"Jeremy Denk",0.25,0.14,0.05,0.43,0.67,0.96,0.05
"Jeremy Harding",0.76,0.67,0.12,0.4,0.89,0.1,0.18
"Jeremy Irons",0.69,0.52,0.1,0.56,0.77,0.2,0.12
"Jeremy Jordan",0.49,0.4,0.08,0.56,0.81,0.54,0.06
"Jeremy McKinnon of A Day To Remember",0.45,0.73,0.12,0.5,0.91,0.18,0.18
"Jeremy Passion",0.55,0.22,0.1,0.59,0.83,0.87,0.07
"Jeremy Shada",0.54,0.7,0.07,0.71,0.91,0.04,0.05
"Jeremy Soule",0.16,0.12,0.1,0.4,0.59,0.91,0.04
"Jeremy Zucker",0.73,0.32,0.28,0.48,0.8,0.65,0.13
"Jeremy Zuckerman",0.24,0.15,0.12,0.38,0.77,0.99,0.04
"Jeri Southern",0.35,0.1,0.15,0.41,0.71,0.92,0.04
"Jeris Johnson",0.75,0.59,0.21,0.55,0.86,0.22,0.04
"Jermaine Dupri",0.82,0.67,0.14,0.48,0.87,0.08,0.24
"Jermaine Jackson",0.67,0.54,0.11,0.56,0.79,0.3,0.05
"Jermaine Paul",0.66,0.47,0.12,0.59,0.82,0.56,0.03
"Jermaine Stewart",0.81,0.77,0.07,0.56,0.88,0.03,0.04
"Jeroen van Veen",0.25,0.01,0.07,0.63,0.48,0.98,0.04
"Jerold D. Ottley",0.27,0.29,0.17,0.49,0.67,0.9,0.04
"Jerome Courtland",0.51,0.26,0.12,0.5,0.79,0.89,0.05
"Jerome Kaltenbach",0.14,0,0.07,0.64,0.4,0.93,0.05
"Jerome Kern",0.27,0.23,0.17,0.4,0.76,0.94,0.04
"Jerome Moross",0.32,0.38,0.56,0.37,0.78,0.76,0.03
"Jerrod Niemann",0.7,0.65,0.29,0.57,0.86,0.34,0.07
"Jerry",0.64,0.44,0.11,0.54,0.87,0.42,0.03
"Jerry Bergonzi",0.42,0.57,0.08,0.63,0.79,0.41,0.04
"Jerry Bock",0.58,0.41,0.18,0.31,0.78,0.8,0.1
"Jerry Bryant",0.62,0.12,0.22,0.82,0.72,0.94,0.35
"Jerry Butler",0.5,0.53,0.25,0.52,0.84,0.66,0.04
"Jerry Byrd",0.53,0.19,0.11,0.39,0.72,0.82,0.05
"Jerry Cantrell",0.51,0.75,0.12,0.52,0.86,0.15,0.04
"Jerry Clower",0.67,0.41,0.79,0.46,0.68,0.88,0.97
"Jerry Cole and his Spacemen",0.46,0.96,0.43,0.4,0.84,0.53,0.04
"Jerry Colonna",0.57,0.17,0.13,0.46,0.75,0.96,0.11
"Jerry Di",0.85,0.52,0.15,0.45,0.91,0.82,0.22
"Jerry Dixon",0.33,0.56,0.09,0.42,0.86,0.73,0.05
"Jerry Dodge",0.45,0.25,0.37,0.39,0.71,0.81,0.05
"Jerry Douglas",0.48,0.52,0.21,0.56,0.75,0.46,0.03
"Jerry Folk",0.45,0.22,0.14,0.62,0.77,0.66,0.05
"Jerry Garcia",0.6,0.51,0.27,0.51,0.78,0.41,0.05
"Jerry Garcia Band",0.66,0.49,0.46,0.5,0.78,0.33,0.05
"Jerry Goldsmith",0.24,0.22,0.15,0.46,0.67,0.68,0.04
"Jerry Harrison",0.65,0.83,0.24,0.58,0.87,0.1,0.04
"Jerry Hensley",0.54,0.26,0.1,0.54,0.8,0.78,0.03
"Jerry Herman",0.39,0.3,0.17,0.52,0.77,0.82,0.06
"Jerry Jeff Walker",0.55,0.4,0.19,0.58,0.74,0.43,0.04
"Jerry Laws",0.62,0.27,0.61,0.71,0.76,0.75,0.15
"Jerry Lee Lewis",0.5,0.68,0.28,0.53,0.83,0.56,0.06
"Jerry Legrand",0.53,0.44,0.34,0.61,0.8,0.63,0.04
"Jerry Lewis",0.54,0.34,0.17,0.5,0.81,0.72,0.08
"Jerry Mengo",0.71,0.26,0.21,0.58,0.7,0.7,0.23
"Jerry Murad's Harmonicats",0.44,0.45,0.24,0.61,0.81,0.46,0.05
"Jerry Orbach",0.52,0.4,0.17,0.58,0.76,0.84,0.1
"Jerry Reed",0.63,0.65,0.21,0.51,0.79,0.56,0.1
"Jerry Rivera",0.7,0.62,0.1,0.54,0.84,0.55,0.05
"Jerry Ross",0.54,0.37,0.32,0.52,0.79,0.89,0.18
"Jerry Tondo",0.39,0.41,0.34,0.61,0.74,0.57,0.06
"Jerry Vale",0.26,0.29,0.2,0.46,0.78,0.87,0.03
"Jerry Wallace",0.61,0.33,0.22,0.48,0.69,0.85,0.04
"Jerry's Kids",0.19,0.98,0.39,0.48,0.91,0.03,0.09
"Jersey Boys",0.77,0.75,0.62,0.6,0.89,0.23,0.13
"Jeru The Damaja",0.77,0.73,0.07,0.48,0.81,0.16,0.31
"Jerusalem Music Center Chamber Orchestra",0.29,0.11,0.19,0.36,0.6,0.95,0.05
"Jesper Kyd",0.38,0.34,0.07,0.58,0.77,0.81,0.03
"Jess Benko",0.57,0.03,0.32,0.57,0.65,0.95,0.07
"Jess Glynne",0.68,0.71,0.16,0.56,0.89,0.11,0.05
"Jess Stacy",0.41,0.23,0.11,0.46,0.63,0.99,0.04
"Jesse",0.51,0.32,0.18,0.38,0.81,0.8,0.03
"Jesse & Joy",0.51,0.57,0.23,0.62,0.88,0.23,0.04
"Jesse & Trina",0.4,0.71,0.06,0.87,0.82,0.13,0.11
"Jesse Barrera",0.73,0.46,0.18,0.56,0.85,0.9,0.04
"Jesse Belvin",0.47,0.22,0.1,0.33,0.83,0.96,0.03
"Jesse Boykins III",0.55,0.75,0.09,0.41,0.85,0.12,0.26
"Jesse Colin Young",0.65,0.42,0.74,0.53,0.83,0.85,0.03
"Jesse Cook",0.65,0.47,0.13,0.62,0.75,0.77,0.04
"Jesse Corti",0.41,0.45,0.27,0.41,0.78,0.87,0.16
"Jesse Eisenberg",0.52,0.72,0.3,0.65,0.83,0.2,0.38
"Jesse Johnson",0.76,0.6,0.27,0.54,0.78,0.03,0.04
"Jesse L. Martin",0.51,0.66,0.16,0.63,0.89,0.43,0.07
"Jesse Lee Brooks",0.47,0.96,0.78,0.42,0.9,0.93,0.24
"Jesse McCartney",0.62,0.74,0.15,0.54,0.9,0.1,0.04
"Jesse Pearson",0.6,0.52,0.2,0.54,0.81,0.66,0.12
"Jesse Powell",0.72,0.33,0.05,0.52,0.82,0.3,0.03
"Jesse Watson",0.57,0.68,0.13,0.71,0.89,0.25,0.05
"Jesse Winchester",0.65,0.47,0.1,0.66,0.8,0.24,0.04
"Jessi Colter",0.62,0.42,0.19,0.52,0.8,0.47,0.04
"Jessica Albright",0.41,0.27,0.09,0.61,0.74,0.89,0.1
"Jessica Andrews",0.46,0.67,0.12,0.39,0.89,0.01,0.03
"Jessica Harper",0.55,0.58,0.09,0.6,0.88,0.47,0.04
"Jessica Jarrell",0.48,0.79,0.15,0.8,0.89,0.18,0.06
"Jessica Keenan Wynn",0.68,0.47,0.29,0.52,0.85,0.67,0.17
"Jessica Reedy",0.64,0.69,0.18,0.42,0.88,0.27,0.16
"Jessica Rothe",0.62,0.54,0.19,0.59,0.83,0.09,0.18
"Jessica Simpson",0.64,0.75,0.19,0.51,0.89,0.1,0.06
"Jessie J",0.62,0.71,0.26,0.66,0.91,0.18,0.07
"Jessie James Decker",0.4,0.87,0.1,0.74,0.95,0.15,0.11
"Jessie Morales El Original De La Sierra",0.64,0.75,0.29,0.57,0.94,0.46,0.06
"Jessie Mueller",0.57,0.26,0.11,0.54,0.83,0.63,0.04
"Jessie Reyez",0.65,0.55,0.26,0.58,0.87,0.33,0.16
"Jessie Ware",0.39,0.41,0.26,0.8,0.83,0.16,0.06
"Jessye Norman",0.18,0.09,0.11,0.49,0.64,0.98,0.05
"Jesus Culture",0.33,0.65,0.4,0.61,0.88,0.1,0.04
"Jesus Honcho",0.75,0.78,0.07,0.6,0.91,0.03,0.05
"Jesus Jones",0.66,0.61,0.1,0.49,0.76,0.01,0.03
"Jesus Sosa",0.38,0.05,0.11,0.32,0.68,0.98,0.04
"Jesús Adrián Romero",0.58,0.5,0.5,0.55,0.83,0.38,0.03
"Jesús Chairez",0.74,0.74,0.32,0.55,0.95,0.43,0.04
"Jesús Maria Sanromá",0.36,0.35,0.11,0.38,0.75,0.95,0.04
"Jesús Navarro",0.38,0.33,0.14,0.37,0.86,0.44,0.03
"Jesús Ojeda y Sus Parientes",0.65,0.71,0.17,0.55,0.92,0.56,0.05
"Jet",0.49,0.8,0.13,0.47,0.9,0.14,0.06
"Jet Black Stare",0.39,0.87,0.14,0.79,0.93,0,0.04
"Jet Boi",0.54,0.76,0.86,0.51,0.85,0.76,0.49
"Jethro Tull",0.47,0.51,0.2,0.57,0.79,0.29,0.07
"Jeto",0.68,0.86,0.11,0.67,0.88,0,0.05
"Jets To Brazil",0.44,0.43,0.1,0.49,0.83,0.1,0.03
"Jetta",0.46,0.8,0.06,0.64,0.89,0.08,0.14
"Jewel",0.51,0.31,0.24,0.49,0.78,0.66,0.04
"Jewel Akens",0.85,0.52,0.11,0.48,0.85,0.58,0.03
"Jewell",0.7,0.84,0.3,0.4,0.85,0.28,0.34
"Jez Dior",0.64,0.64,0.11,0.48,0.88,0.01,0.04
"Jeza",0.55,0.9,0.04,0.6,0.89,0.02,0.11
"Jezzabell Doran",0.53,0.69,0.09,0.8,0.86,0.03,0.18
"Jhameel",0.7,0.81,0.27,0.42,0.89,0.01,0.04
"Jharna",0.44,0.06,0.12,0.83,0.72,1,0.1
"Jharna Dey",0.29,0.12,0.12,0.34,0.71,0.99,0.04
"Jharna Nanrangi",0.66,0.19,0.11,0.45,0.74,0.99,0.09
"Jhay Cortez",0.74,0.6,0.15,0.54,0.86,0.18,0.09
"Jhené Aiko",0.58,0.51,0.16,0.48,0.84,0.39,0.15
"Jhorrmountain",0.9,0.53,0.1,0.46,0.89,0,0.19
"Jian Wang",0.35,0.03,0.11,0.54,0.52,0.98,0.05
"Jibbs",0.79,0.65,0.16,0.6,0.88,0.02,0.27
"Jidenna",0.76,0.56,0.24,0.54,0.88,0.07,0.05
"Jigsaw",0.61,0.5,0.16,0.62,0.8,0.01,0.03
"Jikki",0.49,0.47,0.29,0.57,0.81,0.88,0.12
"Jill Barber",0.53,0.19,0.1,0.44,0.81,0.87,0.03
"Jill Haworth",0.56,0.28,0.37,0.45,0.78,0.74,0.07
"Jill Scott",0.66,0.48,0.15,0.55,0.83,0.25,0.17
"Jill Sobule",0.52,0.8,0.25,0.53,0.85,0,0.04
"Jillian Edwards",0.68,0.38,0.12,0.58,0.85,0.86,0.03
"Jilly",0.54,0.9,0.09,0.71,0.91,0,0.03
"Jim & Jesse",0.63,0.56,0.38,0.56,0.84,0.47,0.03
"Jim Apostolou",0.51,0.54,0.28,0.66,0.81,0.99,0.04
"Jim Brickman",0.43,0.25,0.15,0.56,0.75,0.87,0.04
"Jim Broadbent",0.65,0.86,0.38,0.51,0.89,0.01,0.18
"Jim Brown",0.67,0.62,0.11,0.5,0.84,0.78,0.08
"Jim Bryant",0.34,0.18,0.2,0.41,0.74,0.79,0.07
"Jim Burgett",0.57,0.95,0.27,0.63,0.9,0.72,0.11
"Jim Capaldi",0.31,0.31,0.21,0.6,0.76,0.5,0.03
"Jim Carmichael",0.57,0.38,0.2,0.67,0.73,0.94,0.35
"Jim Carrey",0.6,0.54,0.21,0.49,0.79,0.92,0.38
"Jim Chapman",0.49,0.44,0.32,0.83,0.79,0.63,0.11
"Jim Cosgrove",0.71,0.67,0.19,0.53,0.89,0.33,0.26
"Jim Croce",0.61,0.46,0.16,0.59,0.76,0.63,0.07
"Jim Cummings",0.57,0.43,0.17,0.52,0.73,0.61,0.12
"Jim Diamond",0.49,0.33,0.1,0.36,0.76,0.16,0.03
"Jim Dineen",0.49,0.57,0.06,0.59,0.75,0.09,0.04
"Jim Ed Brown",0.51,0.4,0.2,0.5,0.8,0.79,0.04
"Jim Ford",0.63,0.79,0.11,0.53,0.88,0.23,0.06
"Jim Gaffigan",0.6,0.94,0.5,0.5,0.86,0.77,0.95
"Jim Hall",0.52,0.09,0.13,0.49,0.62,0.98,0.06
"Jim Harbert & His Orchestra",0.52,0.31,0.25,0.61,0.73,0.69,0.04
"Jim Hawthorne",0.4,0.28,0.16,0.45,0.78,0.92,0.06
"Jim Heder",0.79,0.94,0.11,0.59,0.84,0,0.08
"Jim Hutchison",0.5,0.56,0.41,0.63,0.83,0.66,0.19
"Jim Jackson",0.53,0.13,0.26,0.52,0.71,0.97,0.07
"Jim Jones",0.62,0.71,0.32,0.52,0.88,0.05,0.32
"Jim Morrison",0.52,0.32,0.28,0.47,0.65,0.58,0.21
"Jim Nabors",0.22,0.34,0.13,0.54,0.78,0.86,0.04
"Jim Reeves",0.45,0.23,0.18,0.46,0.73,0.85,0.03
"Jim Stafford",0.64,0.48,0.2,0.62,0.78,0.55,0.07
"Jim Steinman",0.63,0.64,0.26,0.51,0.76,0.15,0.03
"Jim Stewart",0.52,0.48,0.1,0.55,0.79,0.54,0.06
"Jim Sturgess",0.45,0.48,0.23,0.53,0.83,0.31,0.05
"Jim Tomlinson",0.74,0.23,0.14,0.56,0.72,0.8,0.04
"Jim and Jesse and the Virginia Boys",0.61,0.37,0.14,0.54,0.79,0.5,0.03
"Jim's Big Ego",0.63,0.71,0.66,0.54,0.85,0.07,0.15
"Jimi Hendrix",0.43,0.72,0.27,0.55,0.84,0.21,0.1
"Jimmie Allen",0.57,0.7,0.09,0.71,0.89,0.37,0.04
"Jimmie Dee",0.49,0.72,0.87,0.64,0.87,0.94,0.18
"Jimmie Dodd",0.7,0.61,0.52,0.6,0.75,0.85,0.29
"Jimmie Grier & His Orchestra",0.4,0.22,0.16,0.31,0.75,0.96,0.04
"Jimmie Komack",0.64,0.29,0.16,0.58,0.75,0.86,0.34
"Jimmie Lunceford",0.61,0.34,0.17,0.65,0.78,0.92,0.11
"Jimmie Lunceford & His Orchestra",0.64,0.26,0.18,0.6,0.78,0.91,0.15
"Jimmie Rodgers",0.58,0.54,0.19,0.58,0.89,0.91,0.04
"Jimmie Thompson",0.49,0.25,0.24,0.42,0.73,0.91,0.08
"Jimmie Van Zant Band",0.45,0.84,0.31,0.73,0.86,0,0.05
"Jimmie Vaughan",0.54,0.6,0.3,0.67,0.83,0.31,0.05
"Jimmie's Chicken Shack",0.51,0.9,0.18,0.66,0.88,0.01,0.06
