"group","axis","value"
"Midlake","energy",0.704
"Midlake","liveness",0.13
"Midlake","tempo",121.742
"Midland","danceability",0.637714286
"Midland","energy",0.778428571
"Midland","liveness",0.297142857
"Midland","tempo",116.5665714
"Midnight Oil","danceability",0.642777778
"Midnight Oil","energy",0.701111111
"Midnight Oil","liveness",0.168244444
"Midnight Oil","tempo",126.0123333
"Midnight Star","danceability",0.834631579
"Midnight Star","energy",0.713842105
"Midnight Star","liveness",0.081884211
"Midnight Star","tempo",118.0097895
"Midori","danceability",0.125
"Midori","energy",0.0668
"Midori","liveness",0.0934
"Midori","tempo",73.808
"Midtown","danceability",0.3965
"Midtown","energy",0.9525
"Midtown","liveness",0.08565
"Midtown","tempo",176.2625
"Mieczysław Horszowski","danceability",0.337545455
"Mieczysław Horszowski","energy",0.100327273
"Mieczysław Horszowski","liveness",0.135966667
"Mieczysław Horszowski","tempo",101.2375455
"Mieczysław Weinberg","danceability",0.388
"Mieczysław Weinberg","energy",0.2309
"Mieczysław Weinberg","liveness",0.1062
"Mieczysław Weinberg","tempo",85.1845
"Miel San Marcos","danceability",0.4605
"Miel San Marcos","energy",0.87075
"Miel San Marcos","liveness",0.69425
"Miel San Marcos","tempo",148.4095
"Mietta","danceability",0.562
"Mietta","energy",0.639
"Mietta","liveness",0.0858
"Mietta","tempo",113.989
"Mighty Baby","danceability",0.27375
"Mighty Baby","energy",0.635375
"Mighty Baby","liveness",0.1974125
"Mighty Baby","tempo",141.356625
"Mighty Clouds Of Joy","danceability",0.443
"Mighty Clouds Of Joy","energy",0.47
"Mighty Clouds Of Joy","liveness",0.337666667
"Mighty Clouds Of Joy","tempo",114.3336667
"Mighty Diamonds","danceability",0.78
"Mighty Diamonds","energy",0.42525
"Mighty Diamonds","liveness",0.113925
"Mighty Diamonds","tempo",125.06275
"Mighty High Coup","danceability",0.568
"Mighty High Coup","energy",0.956
"Mighty High Coup","liveness",0.0894
"Mighty High Coup","tempo",84.982
"Mighty Joe Young","danceability",0.521909091
"Mighty Joe Young","energy",0.449909091
"Mighty Joe Young","liveness",0.120381818
"Mighty Joe Young","tempo",117.0204545
"Mighty Panther","danceability",0.658
"Mighty Panther","energy",0.352
"Mighty Panther","liveness",0.39
"Mighty Panther","tempo",114.927
"Mighty Sparrow","danceability",0.638333333
"Mighty Sparrow","energy",0.389666667
"Mighty Sparrow","liveness",0.3705
"Mighty Sparrow","tempo",107.6943333
"Migos","danceability",0.839492308
"Migos","energy",0.665815385
"Migos","liveness",0.175529231
"Migos","tempo",132.8004615
"Miguel","danceability",0.585232877
"Miguel","energy",0.598712329
"Miguel","liveness",0.239441096
"Miguel","tempo",113.5016712
"Miguel ""Michael"" Salgado","danceability",0.838
"Miguel ""Michael"" Salgado","energy",0.809
"Miguel ""Michael"" Salgado","liveness",0.0531
"Miguel ""Michael"" Salgado","tempo",102.972
"Miguel Aceves Mejia","danceability",0.465333333
"Miguel Aceves Mejia","energy",0.293666667
"Miguel Aceves Mejia","liveness",0.303333333
"Miguel Aceves Mejia","tempo",99.09033333
"Miguel Angel","danceability",0.687
"Miguel Angel","energy",0.663
"Miguel Angel","liveness",0.212
"Miguel Angel","tempo",151.333
"Miguel Bosé","danceability",0.652470588
"Miguel Bosé","energy",0.572588235
"Miguel Bosé","liveness",0.168955882
"Miguel Bosé","tempo",113.662
"Miguel Cassina","danceability",0.413
"Miguel Cassina","energy",0.4055
"Miguel Cassina","liveness",0.152325
"Miguel Cassina","tempo",112.048
"Miguel Figueroa","danceability",0.52
"Miguel Figueroa","energy",0.647
"Miguel Figueroa","liveness",0.162
"Miguel Figueroa","tempo",86.189
"Miguel Gallardo","danceability",0.5265
"Miguel Gallardo","energy",0.425333333
"Miguel Gallardo","liveness",0.328333333
"Miguel Gallardo","tempo",100.7155
"Miguel Llobet Solés","danceability",0.43988
"Miguel Llobet Solés","energy",0.083616
"Miguel Llobet Solés","liveness",0.105948
"Miguel Llobet Solés","tempo",104.57348
"Miguel Mateos","danceability",0.586
"Miguel Mateos","energy",0.6975
"Miguel Mateos","liveness",0.09125
"Miguel Mateos","tempo",119.497
"Miguel Mateos - Zas","danceability",0.6284
"Miguel Mateos - Zas","energy",0.8256
"Miguel Mateos - Zas","liveness",0.13594
"Miguel Mateos - Zas","tempo",141.6348
"Miguel Ramos Carrión","danceability",0.401833333
"Miguel Ramos Carrión","energy",0.343666667
"Miguel Ramos Carrión","liveness",0.185883333
"Miguel Ramos Carrión","tempo",110.0026667
"Miguel Rios","danceability",0.4416
"Miguel Rios","energy",0.8032
"Miguel Rios","liveness",0.6342
"Miguel Rios","tempo",106.7716
"Miguel Y Miguel","danceability",0.6408125
"Miguel Y Miguel","energy",0.3690625
"Miguel Y Miguel","liveness",0.17855625
"Miguel Y Miguel","tempo",108.8133125
"Mihalis Kalergis","danceability",0.619
"Mihalis Kalergis","energy",0.456
"Mihalis Kalergis","liveness",0.122
"Mihalis Kalergis","tempo",105.927
"Mihalis Kallergis","danceability",0.4797
"Mihalis Kallergis","energy",0.3238
"Mihalis Kallergis","liveness",0.13838
"Mihalis Kallergis","tempo",117.3373
"Miho Hatori","danceability",0.869
"Miho Hatori","energy",0.406
"Miho Hatori","liveness",0.0713
"Miho Hatori","tempo",114.024
"Miike Snow","danceability",0.688
"Miike Snow","energy",0.798111111
"Miike Snow","liveness",0.176766667
"Miike Snow","tempo",117.0896667
"Mijares","danceability",0.498375
"Mijares","energy",0.5705
"Mijares","liveness",0.1140375
"Mijares","tempo",125.7185
"Mika Ogawa","danceability",0.637
"Mika Ogawa","energy",0.786
"Mika Ogawa","liveness",0.365
"Mika Ogawa","tempo",140.005
"Mika Singh","danceability",0.734666667
"Mika Singh","energy",0.882
"Mika Singh","liveness",0.201333333
"Mika Singh","tempo",113.979
"Mike & The Mechanics","danceability",0.628285714
"Mike & The Mechanics","energy",0.537
"Mike & The Mechanics","liveness",0.115628571
"Mike & The Mechanics","tempo",107.154
"Mike Abene","danceability",0.784
"Mike Abene","energy",0.165
"Mike Abene","liveness",0.114
"Mike Abene","tempo",134.989
"Mike Bahía","danceability",0.736
"Mike Bahía","energy",0.585
"Mike Bahía","liveness",0.106
"Mike Bahía","tempo",171.932
"Mike Birbiglia","danceability",0.52
"Mike Birbiglia","energy",0.832
"Mike Birbiglia","liveness",0.535
"Mike Birbiglia","tempo",105.209
"Mike Bloomfield","danceability",0.408823529
"Mike Bloomfield","energy",0.519823529
"Mike Bloomfield","liveness",0.380147059
"Mike Bloomfield","tempo",113.5588235
"Mike Chapman","danceability",0.641
"Mike Chapman","energy",0.531
"Mike Chapman","liveness",0.178
"Mike Chapman","tempo",145.886
"Mike Curb Congregation","danceability",0.409
"Mike Curb Congregation","energy",0.6865
"Mike Curb Congregation","liveness",0.1885
"Mike Curb Congregation","tempo",90.3835
"Mike D","danceability",0.7185
"Mike D","energy",0.583
"Mike D","liveness",0.1176
"Mike D","tempo",125.29475
"Mike Douglas","danceability",0.255
"Mike Douglas","energy",0.123
"Mike Douglas","liveness",0.1295
"Mike Douglas","tempo",88.482
"Mike E. Clark","danceability",0.755666667
"Mike E. Clark","energy",0.654
"Mike E. Clark","liveness",0.086266667
"Mike E. Clark","tempo",117.714
"Mike Faist","danceability",0.677
"Mike Faist","energy",0.731
"Mike Faist","liveness",0.103
"Mike Faist","tempo",97.864
"Mike G","danceability",0.559
"Mike G","energy",0.657
"Mike G","liveness",0.6615
"Mike G","tempo",78.8275
"Mike Gordon","danceability",0.488
"Mike Gordon","energy",0.6815
"Mike Gordon","liveness",0.10115
"Mike Gordon","tempo",97.176
"Mike Hutchinson","danceability",0.645
"Mike Hutchinson","energy",0.784666667
"Mike Hutchinson","liveness",0.0641
"Mike Hutchinson","tempo",106.437
"Mike Jones","danceability",0.727380952
"Mike Jones","energy",0.70447619
"Mike Jones","liveness",0.187733333
"Mike Jones","tempo",129.751619
"Mike Krol","danceability",0.4675
"Mike Krol","energy",0.8255
"Mike Krol","liveness",0.2305
"Mike Krol","tempo",143.189
"Mike Lang","danceability",0.148
"Mike Lang","energy",0.0671
"Mike Lang","liveness",0.063
"Mike Lang","tempo",94.012
"Mike Laure","danceability",0.674833333
"Mike Laure","energy",0.5755
"Mike Laure","liveness",0.21005
"Mike Laure","tempo",131.2053333
"Mike Leander","danceability",0.688
"Mike Leander","energy",0.663
"Mike Leander","liveness",0.119
"Mike Leander","tempo",94
"Mike Love","danceability",0.851
"Mike Love","energy",0.505
"Mike Love","liveness",0.13
"Mike Love","tempo",112.843
"Mike Marshall","danceability",0.424
"Mike Marshall","energy",0.381
"Mike Marshall","liveness",0.1426
"Mike Marshall","tempo",102.246
"Mike McDonald","danceability",0.160016667
"Mike McDonald","energy",0.10495
"Mike McDonald","liveness",0.169333333
"Mike McDonald","tempo",96.82366667
"Mike Ness","danceability",0.542
"Mike Ness","energy",0.909666667
"Mike Ness","liveness",0.131433333
"Mike Ness","tempo",122.8046667
"Mike Nowak","danceability",0.173
"Mike Nowak","energy",0.129
"Mike Nowak","liveness",0.101
"Mike Nowak","tempo",62.98
"Mike Oldfield","danceability",0.4102
"Mike Oldfield","energy",0.3852
"Mike Oldfield","liveness",0.21182
"Mike Oldfield","tempo",129.7156
"Mike Perry","danceability",0.632
"Mike Perry","energy",0.575
"Mike Perry","liveness",0.104
"Mike Perry","tempo",90.037
"Mike Pinto","danceability",0.7375
"Mike Pinto","energy",0.5045
"Mike Pinto","liveness",0.115
"Mike Pinto","tempo",85.071
"Mike Portnoy","danceability",0.3545
"Mike Portnoy","energy",0.9295
"Mike Portnoy","liveness",0.3565
"Mike Portnoy","tempo",141.227
"Mike Posner","danceability",0.705421053
"Mike Posner","energy",0.654105263
"Mike Posner","liveness",0.171394737
"Mike Posner","tempo",97.82736842
"Mike Ratledge","danceability",0.295
"Mike Ratledge","energy",0.408
"Mike Ratledge","liveness",0.165
"Mike Ratledge","tempo",150.454
"Mike Reid","danceability",0.57
"Mike Reid","energy",0.682
"Mike Reid","liveness",0.205
"Mike Reid","tempo",154.293
"Mike Reilly","danceability",0.525
"Mike Reilly","energy",0.297
"Mike Reilly","liveness",0.0981
"Mike Reilly","tempo",180.612
"Mike Reno","danceability",0.586333333
"Mike Reno","energy",0.318
"Mike Reno","liveness",0.075233333
"Mike Reno","tempo",129.027
"Mike Ryan","danceability",0.50775
"Mike Ryan","energy",0.69425
"Mike Ryan","liveness",0.2265
"Mike Ryan","tempo",147.499
"Mike Sammes Singers","danceability",0.745
"Mike Sammes Singers","energy",0.15
"Mike Sammes Singers","liveness",0.124
"Mike Sammes Singers","tempo",95.013
"Mike Seeger","danceability",0.447
"Mike Seeger","energy",0.3705
"Mike Seeger","liveness",0.301
"Mike Seeger","tempo",135.289
"Mike Sherm","danceability",0.8215
"Mike Sherm","energy",0.5755
"Mike Sherm","liveness",0.191
"Mike Sherm","tempo",101.998
"Mike Shinoda","danceability",0.562
"Mike Shinoda","energy",0.800666667
"Mike Shinoda","liveness",0.088166667
"Mike Shinoda","tempo",112.0846667
"Mike Shorey","danceability",0.59
"Mike Shorey","energy",0.6465
"Mike Shorey","liveness",0.0839
"Mike Shorey","tempo",192.1185
"Mike Smiff","danceability",0.73
"Mike Smiff","energy",0.638
"Mike Smiff","liveness",0.09205
"Mike Smiff","tempo",95.0145
"Mike Stern","danceability",0.62
"Mike Stern","energy",0.786
"Mike Stern","liveness",0.112
"Mike Stern","tempo",120.444
"Mike Taylor","danceability",0.4775
"Mike Taylor","energy",0.558
"Mike Taylor","liveness",0.139
"Mike Taylor","tempo",121.547
"Mike Vernon","danceability",0.548
"Mike Vernon","energy",0.552
"Mike Vernon","liveness",0.0583
"Mike Vernon","tempo",174.585
"Mike Wallace","danceability",0.768
"Mike Wallace","energy",0.276
"Mike Wallace","liveness",0.14
"Mike Wallace","tempo",64.275
"Mike WiLL Made-It","danceability",0.816333333
"Mike WiLL Made-It","energy",0.6284
"Mike WiLL Made-It","liveness",0.133293333
"Mike WiLL Made-It","tempo",134.1476667
"Mike Williams","danceability",0.727
"Mike Williams","energy",0.912
"Mike Williams","liveness",0.118
"Mike Williams","tempo",126.023
"Mikel Erentxun","danceability",0.5755
"Mikel Erentxun","energy",0.8535
"Mikel Erentxun","liveness",0.14205
"Mikel Erentxun","tempo",149.145
"Mikey Dread","danceability",0.74975
"Mikey Dread","energy",0.6685
"Mikey Dread","liveness",0.238025
"Mikey Dread","tempo",142.94325
"Mikhail Glinka","danceability",0.328
"Mikhail Glinka","energy",0.138
"Mikhail Glinka","liveness",0.326
"Mikhail Glinka","tempo",140.405
"Mikhail Ippolitov-Ivanov","danceability",0.325
"Mikhail Ippolitov-Ivanov","energy",0.401
"Mikhail Ippolitov-Ivanov","liveness",0.197
"Mikhail Ippolitov-Ivanov","tempo",106.578
"Mikhail Janshin","danceability",0.620882353
"Mikhail Janshin","energy",0.274805882
"Mikhail Janshin","liveness",0.199588235
"Mikhail Janshin","tempo",95.72970588
"Mikhail Nazvanov","danceability",0.631
"Mikhail Nazvanov","energy",0.331
"Mikhail Nazvanov","liveness",0.2322
"Mikhail Nazvanov","tempo",127.8088
"Mikhail Petrov","danceability",0.698
"Mikhail Petrov","energy",0.0686
"Mikhail Petrov","liveness",0.673
"Mikhail Petrov","tempo",72.616
"Mikhail Pletnev","danceability",0.274333333
"Mikhail Pletnev","energy",0.00633
"Mikhail Pletnev","liveness",0.090566667
"Mikhail Pletnev","tempo",100.5773333
"Miki Gavrielov","danceability",0.5135
"Miki Gavrielov","energy",0.4985
"Miki Gavrielov","liveness",0.1185
"Miki Gavrielov","tempo",103.8155
"Miki Howard","danceability",0.5586
"Miki Howard","energy",0.596
"Miki Howard","liveness",0.13244
"Miki Howard","tempo",92.0114
"Miki Matsubara","danceability",0.658
"Miki Matsubara","energy",0.747
"Miki Matsubara","liveness",0.0789
"Miki Matsubara","tempo",108.259
"Mikis Theodorakis","danceability",0.45
"Mikis Theodorakis","energy",0.48
"Mikis Theodorakis","liveness",0.119
"Mikis Theodorakis","tempo",82.932
"Mikky Ekko","danceability",0.6254
"Mikky Ekko","energy",0.3932
"Mikky Ekko","liveness",0.10892
"Mikky Ekko","tempo",118.3084
"Miklos Rozsa conductin the Rome Symphony Orchestra","danceability",0.169
"Miklos Rozsa conductin the Rome Symphony Orchestra","energy",0.302
"Miklos Rozsa conductin the Rome Symphony Orchestra","liveness",0.128
"Miklos Rozsa conductin the Rome Symphony Orchestra","tempo",112.928
"Miklós Rózsa","danceability",0.277441558
"Miklós Rózsa","energy",0.221579221
"Miklós Rózsa","liveness",0.228054545
"Miklós Rózsa","tempo",102.6241299
"Miky Woodz","danceability",0.81
"Miky Woodz","energy",0.631
"Miky Woodz","liveness",0.451
"Miky Woodz","tempo",154.976
"Mila J","danceability",0.695333333
"Mila J","energy",0.623
"Mila J","liveness",0.133
"Mila J","tempo",108.4426667
"Milada Hausdorfová","danceability",0.302
"Milada Hausdorfová","energy",0.0958
"Milada Hausdorfová","liveness",0.147
"Milada Hausdorfová","tempo",135.285
"Milan La Scala Chorus","danceability",0.265833333
"Milan La Scala Chorus","energy",0.0884
"Milan La Scala Chorus","liveness",0.1873
"Milan La Scala Chorus","tempo",94.48933333
"Milan La Scala Philharmonic Orchestra","danceability",0.099
"Milan La Scala Philharmonic Orchestra","energy",0.0567
"Milan La Scala Philharmonic Orchestra","liveness",0.104
"Milan La Scala Philharmonic Orchestra","tempo",82.744
"Mild High Club","danceability",0.60625
"Mild High Club","energy",0.4945
"Mild High Club","liveness",0.184525
"Mild High Club","tempo",83.6305
"Mildred Bailey","danceability",0.573666667
"Mildred Bailey","energy",0.165326667
"Mildred Bailey","liveness",0.15336
"Mildred Bailey","tempo",101.4972667
"Mildred Bailey & Her Orchestra","danceability",0.686857143
"Mildred Bailey & Her Orchestra","energy",0.250142857
"Mildred Bailey & Her Orchestra","liveness",0.2065
"Mildred Bailey & Her Orchestra","tempo",121.7838571
"Mildred Bailey & Her Swing Band","danceability",0.6705
"Mildred Bailey & Her Swing Band","energy",0.1755
"Mildred Bailey & Her Swing Band","liveness",0.134
"Mildred Bailey & Her Swing Band","tempo",118.2415
"Mildred Greenberg","danceability",0.215
"Mildred Greenberg","energy",0.0732
"Mildred Greenberg","liveness",0.159
"Mildred Greenberg","tempo",74.786
"Miles Davis","danceability",0.460220602
"Miles Davis","energy",0.308228565
"Miles Davis","liveness",0.21976169
"Miles Davis","tempo",113.5503819
"Miles Davis And Milt Jackson Quintet","danceability",0.4975
"Miles Davis And Milt Jackson Quintet","energy",0.2495
"Miles Davis And Milt Jackson Quintet","liveness",0.15405
"Miles Davis And Milt Jackson Quintet","tempo",110.797
"Miles Davis And Milt Jackson Sextet","danceability",0.471
"Miles Davis And Milt Jackson Sextet","energy",0.389
"Miles Davis And Milt Jackson Sextet","liveness",0.115
"Miles Davis And Milt Jackson Sextet","tempo",117.89
"Miles Davis Quartet","danceability",0.496461538
"Miles Davis Quartet","energy",0.324023077
"Miles Davis Quartet","liveness",0.141984615
"Miles Davis Quartet","tempo",120.8806923
"Miles Davis Quintet","danceability",0.511891566
"Miles Davis Quintet","energy",0.420585542
"Miles Davis Quintet","liveness",0.195448193
"Miles Davis Quintet","tempo",111.2098675
"Miles Davis Sextet","danceability",0.469210526
"Miles Davis Sextet","energy",0.477210526
